"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 03, 2016","180.32","181.20","181.78","179.64","52.97K","-0.61%"
"Nov 02, 2016","181.42","180.66","182.08","180.42","50.68K","1.16%"
"Nov 01, 2016","179.34","179.50","180.96","178.18","50.56K","-0.30%"
"Oct 31, 2016","179.88","179.30","180.66","178.90","52.85K","0.23%"
"Oct 28, 2016","179.46","178.10","180.10","176.72","60.59K","0.59%"
"Oct 27, 2016","178.40","181.84","182.40","177.58","77.10K","-1.97%"
"Oct 26, 2016","181.98","184.88","185.52","181.50","53.99K","-1.65%"
"Oct 25, 2016","185.04","184.80","185.44","184.06","48.16K","0.17%"
"Oct 24, 2016","184.72","186.80","187.22","184.40","37.42K","-0.81%"
"Oct 21, 2016","186.22","186.76","187.22","185.78","30.74K","-0.30%"
"Oct 20, 2016","186.78","184.36","186.84","183.16","56.51K","1.14%"
"Oct 19, 2016","184.68","184.38","185.34","184.20","42.86K","0.18%"
"Oct 18, 2016","184.34","183.18","184.50","182.62","34.40K","0.52%"
"Oct 17, 2016","183.38","183.08","183.68","181.42","39.06K","-0.11%"
"Oct 14, 2016","183.58","184.58","184.86","182.54","43.97K","-0.84%"
"Oct 13, 2016","185.14","183.52","185.60","183.22","45.38K","1.13%"
"Oct 12, 2016","183.08","184.02","184.78","182.12","31.81K","-0.63%"
"Oct 11, 2016","184.24","183.40","184.98","183.16","48.80K","0.59%"
"Oct 10, 2016","183.16","185.30","185.56","182.80","35.13K","-0.84%"
"Oct 07, 2016","184.72","185.86","186.02","184.14","44.63K","-0.54%"
"Oct 06, 2016","185.72","186.72","188.30","185.40","63.39K","-0.44%"
"Oct 05, 2016","186.54","189.00","189.18","186.12","51.86K","-1.97%"
"Oct 04, 2016","190.28","190.62","191.70","188.34","50.09K","-0.39%"
"Oct 03, 2016","191.02","192.12","192.80","190.32","27.71K","-0.60%"
"Sep 30, 2016","192.18","193.36","194.58","191.46","56.04K","-0.03%"
"Sep 29, 2016","192.24","192.38","193.36","191.72","29.71K","-0.71%"
"Sep 28, 2016","193.62","193.24","193.80","192.14","47.85K","0.36%"
"Sep 27, 2016","192.92","191.80","193.90","191.62","46.35K","0.56%"
"Sep 26, 2016","191.84","191.18","192.56","190.84","31.44K","0.60%"
"Sep 23, 2016","190.70","190.62","191.76","190.46","25.62K","-0.08%"
"Sep 22, 2016","190.86","188.44","191.42","188.44","40.55K","2.33%"
"Sep 21, 2016","186.52","186.60","188.60","185.86","39.13K","-0.48%"
"Sep 20, 2016","187.42","185.00","187.68","184.90","36.57K","1.38%"
"Sep 19, 2016","184.86","185.12","185.38","183.96","36.10K","-0.25%"
"Sep 16, 2016","185.32","184.72","186.36","184.28","40.53K","0.63%"
"Sep 15, 2016","184.16","184.90","185.62","183.22","34.15K","-0.66%"
"Sep 14, 2016","185.38","183.96","185.94","183.32","43.12K","0.09%"
"Sep 13, 2016","185.22","185.64","187.24","182.82","37.95K","-0.14%"
"Sep 12, 2016","185.48","185.00","186.34","184.26","39.13K","0.01%"
"Sep 09, 2016","185.46","189.16","189.36","185.12","65.11K","-4.37%"
"Sep 08, 2016","193.94","194.80","195.02","193.50","6.15K","-0.67%"
"Sep 07, 2016","195.24","193.18","195.48","193.18","39.17K","0.93%"
"Sep 06, 2016","193.44","190.54","193.56","190.28","117.70K","1.49%"
"Sep 05, 2016","190.60","189.92","191.02","189.72","99.17K","0.41%"
"Sep 02, 2016","189.82","192.00","192.80","189.70","47.93K","-1.10%"
"Sep 01, 2016","191.94","192.50","192.72","190.92","60.13K","-0.54%"
"Aug 31, 2016","192.98","194.24","194.30","192.52","30.24K","-0.64%"
"Aug 30, 2016","194.22","193.10","194.78","192.34","28.31K","0.56%"
"Aug 29, 2016","193.14","191.86","193.54","191.42","17.70K","-0.44%"
"Aug 26, 2016","194.00","193.40","194.66","191.46","24.28K","0.21%"
"Aug 25, 2016","193.60","194.22","194.40","192.40","20.53K","-0.28%"
"Aug 24, 2016","194.14","194.90","195.04","193.74","18.97K","-0.41%"
"Aug 23, 2016","194.94","194.60","195.38","193.88","22.66K","0.29%"
"Aug 22, 2016","194.38","192.74","194.94","192.50","19.00K","0.87%"
"Aug 19, 2016","192.70","194.66","194.96","192.12","18.89K","-0.93%"
"Aug 18, 2016","194.50","193.40","195.30","193.40","20.73K","0.92%"
"Aug 17, 2016","192.72","192.06","193.82","191.64","19.89K","0.50%"
"Aug 16, 2016","191.76","193.82","194.70","191.60","27.86K","-0.82%"
"Aug 15, 2016","193.34","194.04","195.06","192.96","14.03K","-0.62%"
"Aug 12, 2016","194.54","194.10","194.96","193.58","20.48K","0.09%"
"Aug 11, 2016","194.36","195.54","195.74","193.50","19.51K","-0.45%"
"Aug 10, 2016","195.24","194.56","195.94","194.20","24.11K","0.61%"
"Aug 09, 2016","194.06","193.12","194.38","192.30","28.95K","0.64%"
"Aug 08, 2016","192.82","193.02","193.42","191.88","18.39K","-0.34%"
"Aug 05, 2016","193.48","195.50","195.54","193.04","22.03K","-0.91%"
"Aug 04, 2016","195.26","193.24","195.50","192.62","36.69K","1.15%"
