"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 30, 2020","100.47","100.47","100.47","100.47","-","0.00%"
"Nov 27, 2020","100.47","100.47","100.47","100.47","-","0.00%"
"Nov 26, 2020","100.47","100.47","100.47","100.47","-","0.00%"
"Nov 25, 2020","100.47","100.47","100.47","100.47","-","0.00%"
"Nov 24, 2020","100.47","100.47","100.47","100.47","-","0.00%"
"Nov 23, 2020","100.47","100.47","100.47","100.47","-","0.00%"
"Nov 20, 2020","100.47","100.47","100.47","100.47","-","0.00%"
"Nov 19, 2020","100.47","100.47","100.47","100.47","-","0.00%"
"Nov 18, 2020","100.47","100.47","100.47","100.47","-","0.00%"
"Nov 17, 2020","100.47","100.47","100.47","100.47","-","0.00%"
"Nov 16, 2020","100.47","100.47","100.47","100.47","-","0.00%"
"Nov 13, 2020","100.47","100.47","100.47","100.47","-","0.00%"
"Nov 12, 2020","100.47","100.47","100.47","100.47","-","0.00%"
"Nov 11, 2020","100.47","100.47","100.47","100.47","-","0.00%"
"Nov 10, 2020","100.47","100.47","100.47","100.47","-","0.00%"
"Nov 09, 2020","100.47","100.47","100.47","100.47","-","0.00%"
"Nov 06, 2020","100.47","100.47","100.47","100.47","-","0.00%"
"Nov 05, 2020","100.47","100.47","100.47","100.47","-","0.01%"
"Nov 04, 2020","100.47","100.49","100.49","100.49","-","0.00%"
"Nov 03, 2020","100.47","100.47","100.47","100.47","-","0.00%"
"Nov 02, 2020","100.47","100.46","100.46","100.46","-","0.00%"
"Oct 30, 2020","100.47","100.47","100.48","100.47","-","0.00%"
"Oct 29, 2020","100.47","100.49","100.49","100.49","-","0.00%"
"Oct 28, 2020","100.47","100.47","100.48","100.47","-","0.00%"
"Oct 27, 2020","100.47","100.47","100.47","100.47","-","0.00%"
"Oct 26, 2020","100.47","100.47","100.47","100.47","-","0.00%"
"Oct 23, 2020","100.47","100.47","100.47","100.47","-","0.00%"
"Oct 22, 2020","100.47","100.46","100.46","100.46","-","0.00%"
