Date,Euribor_Futures,Euro_BOBL,Euro_BTP,Euro_Bund,Euro_OAT,Euro_SCHATZ,Euro-Buxl_Futures,Japan_Government,Short_Sterling,Short-Term_Euro-BTP,UK_Gilt,US_10,US_2,US_30,US_5
2014-01-02,99.74,124.41,115.81,139.12,131.55,110.295,121.6,143.26,99.43,109.42,106.52,123.22,109.91,128.62,119.41
2014-01-03,99.74,124.45,116.05,139.09,131.62,110.295,121.4,143.27,99.43,109.52,106.6,123.17,109.88,128.53,119.35
2014-01-06,99.72,124.61,116.13,139.54,131.88,110.295,121.96,143.54,99.44,109.46,107.21,123.47,109.9,129.03,119.51
2014-01-07,99.71,124.72,116.68,139.76,132.22,110.295,122.28,143.81,99.44,109.63,107.44,123.69,109.91,129.31,119.62
2014-01-08,99.71,124.6,116.61,139.54,132.1,110.265,121.88,143.73,99.44,109.54,107.15,123.11,109.83,128.78,119.16
2014-01-09,99.71,124.65,116.41,139.56,131.71,110.315,121.78,143.78,99.44,109.57,107.22,123.33,109.83,129.34,119.25
2014-01-10,99.72,125.01,116.25,140.25,132.26,110.365,122.26,143.82,99.44,109.58,108.19,124.3,109.95,130.72,119.85
2014-01-13,99.72,125.19,116.45,140.65,132.55,110.38,122.9,144.17,99.46,109.64,108.69,124.58,109.99,131.09,120.01
2014-01-14,99.69,125.15,116.57,140.68,132.75,110.33,123.16,144.34,99.46,109.64,108.72,124.17,109.93,130.66,119.75
2014-01-15,99.68,125.08,116.75,140.54,132.59,110.325,122.98,144.22,99.46,109.66,108.37,123.97,109.91,130.53,119.61
2014-01-16,99.68,125.41,116.91,141.16,133.05,110.395,123.76,144.18,99.46,109.67,108.94,124.27,109.91,131.09,119.76
2014-01-17,99.7,125.55,117.17,141.4,133.45,110.41,124.14,144.2,99.46,109.66,108.78,124.42,109.93,131.31,119.83
2014-01-20,99.7,125.62,117.38,141.57,133.67,110.43,124.44,144.3,99.46,109.73,108.93,124.42,109.95,131.39,119.84
2014-01-21,99.7,125.68,117.11,141.65,133.57,110.43,124.68,144.03,99.46,109.67,108.89,124.38,109.94,131.41,119.77
2014-01-22,99.71,125.63,117.06,141.51,133.27,110.43,124.32,144.15,99.46,109.66,108.52,123.97,109.88,131.06,119.52
2014-01-23,99.71,125.81,116.8,142.04,133.49,110.455,125.26,144.35,99.46,109.65,109.23,124.78,109.97,132.31,120.05
2014-01-24,99.71,126.11,116.42,142.66,134.04,110.525,126.32,144.62,99.46,109.54,109.65,125.06,110.0,132.84,120.18
2014-01-27,99.69,126.04,116.43,142.55,134.18,110.51,126.26,144.64,99.46,109.56,109.57,124.81,109.99,132.34,120.08
2014-01-28,99.71,126.05,116.9,142.46,134.17,110.52,126.18,144.66,99.46,109.67,109.31,125.08,110.02,132.62,120.25
2014-01-29,99.71,126.26,116.86,142.9,134.48,110.55,126.78,144.55,99.46,109.63,109.79,125.62,110.07,133.5,120.55
2014-01-30,99.72,126.42,117.14,143.23,134.91,110.585,127.18,144.72,99.46,109.74,109.98,125.45,110.08,133.28,120.48
2014-01-31,99.75,126.73,117.67,143.88,135.78,110.645,128.28,144.74,99.46,109.93,110.39,125.75,110.1,133.59,120.62
2014-02-03,99.74,126.75,117.65,144.02,135.9,110.63,128.28,144.78,99.46,109.92,110.51,126.42,110.16,134.91,120.97
2014-02-04,99.74,126.76,117.61,143.98,135.79,110.625,128.28,144.82,99.46,109.96,110.49,126.14,110.14,134.16,120.88
2014-02-05,99.74,126.79,117.86,144.07,135.81,110.63,128.44,144.88,99.46,110.02,110.58,125.88,110.12,133.41,120.76
2014-02-06,99.71,126.37,117.88,143.33,135.16,110.535,127.34,144.8,99.46,109.98,109.99,125.61,110.11,133.03,120.65
2014-02-07,99.71,126.68,118.47,143.83,135.59,110.595,127.88,144.7,99.46,110.12,110.34,125.97,110.15,133.31,120.91
2014-02-10,99.71,126.59,118.48,143.65,135.28,110.57,127.44,144.85,99.46,110.06,110.24,125.94,110.14,133.28,120.84
2014-02-11,99.71,126.63,118.44,143.64,135.21,110.58,127.52,144.76,99.46,110.07,110.14,125.58,110.1,132.84,120.6
2014-02-12,99.71,126.47,118.12,143.17,134.89,110.57,126.84,144.79,99.46,109.93,109.36,125.25,110.07,132.25,120.41
2014-02-13,99.71,126.75,118.29,143.78,135.29,110.605,127.6,144.9,99.46,110.01,109.73,125.75,110.12,133.0,120.73
2014-02-14,99.71,126.63,118.56,143.6,135.2,110.595,127.3,145.0,99.46,110.07,109.7,125.64,110.12,132.91,120.65
2014-02-17,99.71,126.65,119.05,143.6,135.22,110.595,126.98,144.9,99.47,110.19,109.83,125.64,110.13,132.89,120.63
2014-02-18,99.74,126.75,119.53,143.72,135.48,110.595,126.84,144.92,99.47,110.35,110.15,125.95,110.16,133.31,120.87
2014-02-19,99.75,126.81,119.34,143.91,135.58,110.6,127.22,144.96,99.47,110.26,110.34,125.73,110.12,132.97,120.7
2014-02-20,99.74,126.58,118.82,143.45,135.16,110.575,126.56,145.12,99.47,110.2,109.53,125.5,110.12,132.72,120.56
2014-02-21,99.74,126.75,119.24,143.87,135.67,110.585,127.2,145.05,99.47,110.29,109.71,125.61,110.13,133.09,120.62
2014-02-24,99.74,126.61,119.14,143.68,135.6,110.57,126.8,145.1,99.47,110.28,109.79,125.47,110.12,132.84,120.56
2014-02-25,99.74,126.7,119.31,143.97,135.96,110.565,127.54,145.18,99.47,110.31,110.05,125.83,110.13,133.62,120.76
2014-02-26,99.74,126.95,119.65,144.46,136.49,110.615,128.68,145.18,99.48,110.35,110.27,126.08,110.16,134.09,120.91
2014-02-27,99.74,127.15,120.21,145.07,137.21,110.615,129.54,145.15,99.48,110.41,110.84,126.31,110.18,134.66,121.03
2014-02-28,99.72,126.7,120.15,144.38,136.51,110.54,128.74,145.17,99.48,110.31,110.39,126.11,110.17,134.59,120.91
2014-03-03,99.72,127.04,120.31,145.14,137.03,110.575,129.92,145.24,99.47,110.4,111.05,126.58,110.2,135.19,121.1
2014-03-04,99.74,126.98,120.64,144.76,136.79,110.58,129.28,145.22,99.48,110.63,110.63,125.92,110.16,133.94,120.81
2014-03-05,99.73,126.99,121.08,144.7,136.75,110.57,129.08,145.12,99.47,110.72,110.35,125.94,110.16,133.91,120.79
2014-03-06,99.7,126.82,120.89,144.47,136.38,110.555,128.56,145.16,99.47,110.19,109.84,125.61,110.12,133.28,120.65
2014-03-07,99.68,125.03,120.31,142.24,134.6,110.375,127.38,145.08,99.47,110.22,109.74,125.14,110.06,132.69,120.31
2014-03-09,99.68,125.03,120.31,142.24,134.6,110.375,127.44,145.08,99.47,110.22,109.74,125.14,110.06,132.69,120.31
2014-03-10,99.69,125.13,120.8,142.48,134.72,110.4,127.48,145.12,99.47,110.32,109.66,125.25,110.07,132.72,120.39
2014-03-11,99.69,125.09,120.55,142.32,134.49,110.395,126.82,145.12,99.47,110.29,109.76,125.38,110.07,133.0,120.47
2014-03-12,99.69,125.32,120.42,142.83,134.92,110.415,127.52,144.75,99.47,110.28,110.11,125.66,110.09,133.69,120.6
2014-03-13,99.7,125.58,120.47,143.44,135.44,110.46,128.44,144.57,99.48,110.21,110.69,126.22,110.13,134.84,120.89
2014-03-14,99.69,125.51,120.52,143.46,135.62,110.43,128.52,144.75,99.47,110.22,110.99,126.27,110.13,135.0,120.88
2014-03-17,99.69,125.44,120.85,143.24,135.52,110.43,128.14,144.78,99.48,110.3,110.89,125.89,110.11,134.31,120.65
2014-03-18,99.69,125.45,120.95,143.26,135.62,110.425,128.28,144.86,99.48,110.34,110.9,126.06,110.13,134.5,120.77
2014-03-19,99.68,125.31,120.8,142.96,135.25,110.4,127.76,144.96,99.48,110.3,110.77,125.06,110.01,133.5,120.02
2014-03-20,99.68,124.96,120.38,142.4,134.9,110.32,127.3,145.06,99.46,110.23,110.06,124.94,110.0,133.56,119.94
2014-03-21,99.67,124.99,120.58,142.51,135.26,110.325,127.6,145.02,99.46,110.23,110.25,123.45,110.02,132.66,119.91
2014-03-22,99.67,124.99,120.58,142.51,135.26,110.325,127.72,145.02,99.46,110.23,110.25,123.45,110.02,132.66,119.91
2014-03-24,99.68,125.22,120.47,143.03,135.66,110.355,128.46,144.96,99.46,110.25,110.75,123.42,109.98,133.09,119.81
2014-03-25,99.69,125.35,120.74,143.24,135.75,110.395,128.62,144.93,99.47,110.3,110.64,123.47,110.02,133.06,119.9
2014-03-26,99.7,125.45,121.27,143.41,136.11,110.42,128.8,144.71,99.47,110.42,110.78,123.8,110.06,133.59,120.11
2014-03-27,99.71,125.63,121.7,143.84,136.59,110.465,129.38,144.71,99.47,110.52,110.81,123.86,110.07,134.22,120.1
2014-03-28,99.71,125.49,121.65,143.58,136.39,110.445,129.18,144.76,99.47,110.53,109.65,123.56,110.07,133.53,119.98
2014-03-31,99.7,125.37,121.71,143.38,136.27,110.415,128.98,144.62,99.46,110.56,109.53,123.5,110.11,133.22,120.01
2014-04-01,99.69,125.25,121.78,143.21,135.97,110.38,128.64,144.85,99.46,110.57,109.45,123.36,109.77,132.62,118.9
2014-04-02,99.69,125.05,121.61,142.78,135.62,110.35,127.92,144.77,99.46,110.56,109.17,122.92,109.73,131.97,118.62
2014-04-03,99.68,125.18,122.05,142.92,135.89,110.36,127.78,144.57,99.46,110.74,109.35,122.97,109.73,132.22,118.64
2014-04-04,99.67,125.48,122.91,143.5,136.8,110.405,128.42,144.55,99.46,110.9,109.99,123.67,109.82,132.97,119.06
2014-04-05,99.67,125.48,122.91,143.5,136.8,110.405,128.42,144.55,99.46,110.9,109.99,123.67,109.82,132.97,119.06
2014-04-07,99.68,125.48,122.78,143.67,136.72,110.39,128.54,144.89,99.46,110.87,110.22,123.86,109.86,133.44,119.21
2014-04-08,99.68,125.36,122.48,143.42,136.43,110.385,128.3,144.84,99.46,110.84,109.94,124.05,109.87,133.66,119.25
2014-04-09,99.68,125.26,122.75,143.26,136.28,110.37,128.3,144.91,99.46,110.87,109.91,124.2,109.92,133.44,119.45
2014-04-10,99.68,125.55,123.07,143.89,136.94,110.425,129.3,144.97,99.47,110.91,110.68,124.7,109.98,134.44,119.73
2014-04-11,99.67,125.62,122.6,144.08,137.03,110.43,129.9,145.01,99.47,110.75,110.74,124.8,109.98,134.78,119.78
2014-04-14,99.67,125.55,122.95,143.88,137.01,110.44,129.56,145.05,99.47,110.81,110.54,124.59,109.96,134.5,119.61
2014-04-15,99.69,125.86,123.53,144.55,137.78,110.5,130.76,145.08,99.47,110.9,110.87,124.59,109.95,134.81,119.52
2014-04-16,99.69,125.76,123.7,144.36,137.64,110.485,130.5,145.04,99.46,110.87,110.56,124.38,109.93,134.88,119.35
2014-04-17,99.68,125.55,123.5,144.09,137.37,110.42,130.16,145.05,99.46,110.78,110.34,123.75,109.88,133.91,119.01
2014-04-18,99.68,125.55,123.5,144.09,137.37,110.42,130.16,145.06,99.46,110.78,110.34,123.75,109.88,133.91,119.01
2014-04-21,99.68,125.55,123.5,144.09,137.37,110.42,130.16,145.04,99.46,110.78,110.34,123.73,109.89,133.72,119.06
2014-04-22,99.68,125.45,123.74,143.7,137.02,110.405,129.42,145.07,99.46,110.82,109.79,123.62,109.87,133.94,118.95
2014-04-23,99.67,125.49,123.87,144.0,137.24,110.405,130.04,144.96,99.46,110.82,110.23,123.95,109.9,134.47,119.14
2014-04-24,99.67,125.41,123.54,143.92,137.18,110.38,130.14,144.94,99.46,110.78,110.07,123.92,109.89,134.53,119.12
2014-04-25,99.67,125.61,123.58,144.47,137.62,110.41,131.44,144.86,99.46,110.74,110.66,124.06,109.91,134.94,119.18
2014-04-28,99.67,125.54,123.41,144.27,137.39,110.395,130.98,144.97,99.47,110.69,110.38,124.09,109.91,134.72,119.23
2014-04-29,99.69,125.68,123.6,144.25,137.33,110.45,130.74,144.95,99.47,110.7,110.17,124.0,109.89,134.38,119.15
2014-04-30,99.68,125.77,124.0,144.54,137.84,110.46,131.36,144.92,99.47,110.74,110.33,124.42,109.94,134.94,119.45
2014-05-01,99.68,125.77,124.0,144.54,137.84,110.46,131.5,144.97,99.47,110.74,110.62,124.66,109.95,135.69,119.58
2014-05-02,99.69,125.94,124.26,144.8,138.11,110.5,131.62,145.09,99.47,110.75,110.66,124.66,109.92,136.19,119.46
2014-05-05,99.69,125.88,124.31,144.66,137.97,110.475,131.26,145.08,99.47,110.86,110.66,124.58,109.93,135.72,119.46
2014-05-06,99.68,125.82,124.66,144.67,138.1,110.455,131.42,145.11,99.46,110.9,110.54,124.64,109.92,136.06,119.45
2014-05-07,99.68,125.73,124.57,144.55,137.93,110.46,131.34,145.21,99.46,110.84,110.5,124.88,109.98,136.0,119.64
2014-05-08,99.68,125.97,125.32,144.89,138.45,110.525,131.38,145.14,99.46,110.95,110.67,125.11,110.0,136.19,119.8
2014-05-09,99.68,125.97,125.19,144.86,138.57,110.49,130.94,145.13,99.46,110.85,110.37,125.0,110.02,135.75,119.78
2014-05-11,99.73,125.97,125.19,144.86,138.57,110.49,130.94,145.13,99.46,110.85,110.37,125.0,110.02,135.75,119.78
2014-05-12,99.67,125.96,125.0,144.77,138.35,110.49,130.72,145.1,99.46,110.85,109.87,124.73,109.99,135.34,119.64
2014-05-13,99.68,126.19,125.32,145.31,138.82,110.54,131.54,145.05,99.46,110.84,110.35,125.06,110.02,135.88,119.84
2014-05-14,99.68,126.41,125.5,145.84,139.52,110.56,132.64,145.11,99.47,110.88,111.23,125.62,110.06,137.03,120.12
2014-05-15,99.69,126.68,124.04,146.65,140.08,110.6,134.42,145.18,99.46,110.55,111.9,125.92,110.08,137.59,120.24
2014-05-16,99.68,126.55,124.06,146.33,139.78,110.575,133.76,145.28,99.46,110.74,111.54,125.78,110.07,137.44,120.2
2014-05-19,99.68,126.53,123.31,146.27,139.59,110.585,133.7,145.25,99.46,110.54,111.35,125.73,110.1,136.97,120.25
2014-05-20,99.75,126.52,122.45,146.09,139.27,110.605,133.1,145.24,99.46,110.26,111.06,126.0,110.12,137.25,120.42
2014-05-21,99.74,126.43,122.87,145.85,139.19,110.595,132.7,145.22,99.46,110.51,110.76,125.81,110.11,136.69,120.34
2014-05-22,99.74,126.57,122.58,146.1,139.5,110.635,133.32,145.14,99.47,110.38,110.67,125.62,110.09,136.5,120.2
2014-05-23,99.75,126.56,123.37,146.09,139.56,110.63,133.06,145.26,99.47,110.66,110.9,125.8,110.11,136.94,120.34
2014-05-26,99.75,126.62,124.89,146.09,139.51,110.655,132.9,145.25,99.47,110.94,110.9,124.94,109.84,136.11,119.55
2014-05-27,99.75,126.74,124.78,146.4,139.85,110.65,133.42,145.23,99.46,110.82,110.87,125.91,110.09,137.38,120.34
2014-05-28,99.75,126.89,125.42,147.04,140.57,110.655,134.64,145.37,99.47,110.92,111.77,126.48,110.13,138.66,120.63
2014-05-29,99.75,126.83,125.19,146.93,140.45,110.64,134.28,145.5,99.47,110.83,111.94,126.41,110.13,138.44,120.55
2014-05-30,99.75,126.78,125.17,146.81,140.17,110.64,133.98,145.5,99.47,110.89,111.66,126.33,110.13,138.25,120.49
2014-06-02,99.75,126.77,125.16,146.72,140.1,110.645,133.62,145.4,99.47,109.78,111.22,125.72,110.09,137.19,120.14
2014-06-03,99.75,126.58,124.91,146.12,139.56,110.63,132.62,145.37,99.47,109.74,110.81,125.27,110.09,136.22,119.98
2014-06-04,99.75,126.56,124.8,145.93,139.3,110.645,132.22,145.33,99.47,109.8,110.38,125.16,110.07,136.03,119.95
2014-06-05,99.78,126.84,125.54,146.19,139.82,110.66,132.36,145.32,99.47,110.15,110.53,125.36,110.1,136.28,120.05
2014-06-06,99.75,127.1,127.15,146.77,141.1,110.655,132.48,145.51,99.47,110.38,110.72,125.23,110.07,136.28,119.92
2014-06-09,99.75,127.67,126.26,145.39,139.16,110.605,131.44,145.47,99.46,110.38,110.4,125.06,110.03,136.12,119.77
2014-06-10,99.75,127.51,125.59,145.0,138.64,110.595,130.94,145.55,99.46,110.2,110.11,124.89,110.02,135.84,119.66
2014-06-11,99.76,127.66,125.54,145.18,138.68,110.64,131.06,145.48,99.47,110.19,110.23,124.97,110.02,135.78,119.73
2014-06-12,99.77,127.75,125.23,145.25,138.63,110.655,130.72,145.24,99.47,110.28,110.24,125.41,110.03,136.66,119.91
2014-06-13,99.78,127.74,125.66,145.45,138.76,110.66,131.26,145.2,99.44,110.34,109.96,125.17,109.98,136.59,119.73
2014-06-16,99.78,127.83,125.61,145.7,138.96,110.66,131.72,145.19,99.44,110.23,109.93,125.17,109.95,136.78,119.7
2014-06-17,99.81,127.55,125.12,145.05,138.36,110.62,130.94,145.33,99.44,110.13,109.72,124.75,109.92,135.91,119.45
2014-06-18,99.81,127.7,124.94,145.46,138.78,110.635,131.7,145.27,99.45,110.15,110.1,125.09,109.94,136.47,119.6
2014-06-19,99.82,127.93,125.52,146.14,139.6,110.655,132.6,145.34,99.32,110.15,110.17,125.23,109.98,136.38,119.76
2014-06-20,99.81,127.79,125.14,145.83,139.33,110.64,131.9,145.43,99.32,110.14,109.9,124.27,109.99,135.34,119.7
2014-06-22,99.81,127.79,125.14,145.83,139.33,110.64,132.02,145.43,99.32,110.14,109.9,124.27,109.99,135.34,119.7
2014-06-23,99.81,127.91,125.58,146.14,139.55,110.64,132.38,145.38,99.33,110.22,110.21,124.27,109.99,135.38,119.67
2014-06-24,99.81,127.86,125.85,146.11,139.69,110.64,132.26,145.44,99.33,110.32,110.15,124.56,109.98,136.03,119.8
2014-06-25,99.82,128.11,126.2,146.84,140.43,110.66,133.72,145.53,99.35,110.37,111.0,124.8,110.02,136.5,119.95
2014-06-26,99.82,128.17,126.33,147.13,140.71,110.67,134.46,145.63,99.35,110.38,110.78,125.08,110.05,137.16,120.13
2014-06-27,99.82,128.03,126.34,146.92,140.45,110.65,134.44,145.74,99.36,110.41,110.27,125.09,110.06,136.91,120.16
2014-06-30,99.82,128.13,126.18,147.01,140.53,110.66,134.66,145.65,99.35,110.42,109.92,125.17,110.06,137.19,120.18
2014-07-01,99.82,128.21,126.33,147.11,140.54,110.68,134.54,145.7,99.32,110.47,109.65,124.88,109.77,136.34,119.3
2014-07-02,99.81,128.06,125.66,146.65,140.11,110.665,133.78,145.64,99.32,110.38,109.22,124.39,109.72,135.25,119.02
2014-07-03,99.81,128.03,126.09,146.53,140.22,110.675,133.32,145.6,99.32,110.52,109.17,124.22,109.66,135.0,118.86
2014-07-04,99.81,128.13,126.53,146.84,140.53,110.68,133.9,145.56,99.32,110.61,109.12,124.24,109.63,135.18,118.81
2014-07-06,99.82,128.13,126.53,146.84,140.53,110.68,133.9,145.56,99.32,110.61,109.12,124.24,109.63,135.18,118.81
2014-07-07,99.81,128.18,126.58,146.96,140.6,110.685,133.94,145.6,99.33,110.65,109.4,124.39,109.65,135.69,118.87
2014-07-08,99.8,128.33,126.37,147.38,141.06,110.685,134.74,145.72,99.35,110.59,110.11,124.75,109.66,136.59,119.05
2014-07-09,99.8,128.29,125.97,147.33,140.98,110.685,134.7,145.82,99.35,110.49,110.06,124.98,109.68,136.97,119.16
2014-07-10,99.79,128.38,125.38,147.61,141.1,110.685,135.58,145.85,99.36,110.39,110.42,125.17,109.77,137.09,119.31
2014-07-11,99.8,128.4,125.84,147.64,141.15,110.685,135.68,145.95,99.36,110.49,110.69,125.22,109.79,137.38,119.35
2014-07-12,99.8,128.4,125.84,147.64,141.15,110.685,135.4,145.95,99.36,110.49,110.69,125.22,109.79,137.38,119.35
2014-07-13,99.8,128.4,125.84,147.64,141.15,110.685,135.4,145.95,99.36,110.49,110.69,125.22,109.79,137.38,119.35
2014-07-14,99.8,128.36,125.97,147.58,141.07,110.68,135.58,145.85,99.36,110.49,110.65,124.97,109.76,136.91,119.19
2014-07-15,99.8,128.31,126.19,147.5,141.07,110.68,135.7,145.88,99.35,110.5,110.24,124.91,109.72,136.94,119.08
2014-07-16,99.81,128.38,126.54,147.76,141.4,110.68,136.38,145.85,99.36,110.54,110.24,124.89,109.69,137.16,119.02
2014-07-17,99.81,128.44,126.77,148.2,141.78,110.68,137.02,145.93,99.36,110.61,110.83,125.36,109.73,138.12,119.27
2014-07-18,99.79,128.39,126.63,148.25,141.87,110.665,137.42,145.83,99.36,110.61,111.02,125.28,109.73,138.06,119.19
2014-07-20,99.79,128.39,126.63,148.25,141.87,110.665,137.6,145.83,99.36,110.67,111.02,125.28,109.73,138.06,119.19
2014-07-21,99.79,128.43,126.93,148.41,142.05,110.67,137.66,145.83,99.36,110.65,111.16,125.27,109.69,138.44,119.09
2014-07-22,99.79,128.3,126.86,148.0,141.81,110.66,137.0,145.85,99.36,110.69,110.93,125.41,109.72,138.56,119.24
2014-07-23,99.79,128.43,127.26,148.32,142.21,110.665,137.52,145.93,99.38,110.69,111.25,125.42,109.74,138.56,119.29
2014-07-24,99.79,128.28,127.27,147.88,141.84,110.65,136.74,146.0,99.38,110.7,110.77,125.05,109.7,137.88,119.05
2014-07-25,99.79,128.44,127.42,148.29,142.11,110.665,137.62,145.91,99.38,110.75,111.17,125.31,109.71,138.66,119.16
2014-07-27,99.79,128.44,127.42,148.29,142.11,110.665,137.64,145.91,99.38,110.75,111.17,125.31,109.71,138.66,119.16
2014-07-28,99.79,128.37,127.9,148.27,142.22,110.655,137.96,145.97,99.36,110.81,111.09,125.12,109.7,138.28,119.04
2014-07-29,99.79,128.48,128.16,148.69,142.61,110.665,139.08,145.99,99.38,110.87,111.46,125.38,109.71,138.94,119.15
2014-07-30,99.79,128.3,127.94,148.1,142.19,110.655,137.76,145.98,99.38,110.67,110.98,124.66,109.66,137.5,118.8
2014-07-31,99.79,128.37,127.76,147.99,142.08,110.66,137.34,145.92,99.39,110.68,110.68,124.61,109.71,137.41,118.84
2014-08-01,99.79,128.49,127.17,148.42,142.39,110.675,137.9,145.94,99.39,110.64,111.27,125.25,109.84,137.94,119.3
2014-08-03,99.79,128.49,127.17,148.42,142.39,110.675,137.9,145.94,99.39,110.64,111.27,125.25,109.84,137.94,119.3
2014-08-04,99.79,128.48,127.68,148.46,142.46,110.67,138.2,145.99,99.39,110.79,111.46,125.38,109.84,138.09,119.37
2014-08-05,99.79,128.34,127.1,148.01,141.95,110.665,137.54,146.06,99.38,110.71,111.05,125.39,109.83,138.38,119.33
2014-08-06,99.79,128.6,126.71,148.82,142.45,110.695,139.2,146.03,99.39,110.64,111.72,125.5,109.84,138.5,119.41
2014-08-07,99.8,128.72,126.28,149.24,142.84,110.705,140.14,145.95,99.39,110.65,111.93,125.92,109.88,139.25,119.65
2014-08-08,99.79,128.73,126.46,149.48,143.18,110.705,141.02,146.16,99.39,110.77,112.31,125.97,109.88,139.41,119.61
2014-08-10,99.79,128.73,126.46,149.48,143.18,110.705,140.62,146.16,99.39,110.77,112.31,125.97,109.88,139.41,119.61
2014-08-11,99.81,128.73,126.89,149.34,143.03,110.725,140.48,146.08,99.39,110.85,111.97,125.92,109.87,139.41,119.59
2014-08-12,99.81,128.78,127.57,149.37,143.15,110.725,140.16,146.12,99.39,110.94,112.1,125.83,109.88,138.97,119.61
2014-08-13,99.81,128.94,127.62,149.73,143.49,110.73,140.52,146.1,99.43,110.97,112.5,126.14,109.91,139.47,119.8
2014-08-14,99.81,128.94,128.33,149.92,143.83,110.73,141.24,146.17,99.43,111.02,112.6,126.3,109.91,140.06,119.84
2014-08-15,99.81,129.04,128.89,150.41,144.33,110.74,142.66,146.16,99.43,110.99,113.29,126.64,109.93,141.03,119.98
2014-08-18,99.8,128.88,128.51,149.91,143.69,110.73,141.68,146.22,99.43,110.97,112.61,126.36,109.92,140.16,119.88
2014-08-19,99.82,128.95,128.93,150.11,143.97,110.74,142.18,146.19,99.43,111.05,112.98,126.22,109.91,139.78,119.81
2014-08-20,99.82,129.0,128.91,150.32,144.17,110.735,142.98,146.02,99.43,111.05,112.76,125.92,109.82,139.69,119.55
2014-08-21,99.82,128.94,129.09,150.21,144.08,110.74,142.88,145.86,99.42,111.08,112.91,126.02,109.83,140.06,119.59
2014-08-22,99.82,128.93,129.04,150.27,144.16,110.74,143.22,146.07,99.42,111.14,112.87,125.89,109.8,140.44,119.42
2014-08-25,99.86,129.16,130.23,150.73,144.82,110.81,143.66,146.08,99.42,111.29,112.87,125.95,109.77,140.72,119.38
2014-08-26,99.85,129.08,130.52,150.82,145.07,110.775,144.12,146.19,99.42,111.25,113.61,126.03,109.8,140.53,119.47
2014-08-27,99.85,129.22,131.05,151.3,145.62,110.76,144.88,146.24,99.42,111.17,114.42,126.23,109.83,141.16,119.59
2014-08-28,99.84,129.22,130.36,151.58,145.68,110.765,145.92,146.29,99.43,111.1,114.42,126.41,109.85,141.72,119.7
2014-08-29,99.85,129.23,130.52,151.54,145.54,110.79,145.68,146.23,99.42,111.14,114.4,126.33,109.88,141.53,119.72
2014-09-01,99.86,129.32,130.69,151.57,145.51,110.815,145.2,146.23,99.42,111.13,114.22,125.68,109.52,139.86,118.79
2014-09-02,99.86,129.25,130.37,151.09,144.98,110.8,143.8,146.16,99.42,111.1,113.79,125.8,109.82,140.12,119.45
2014-09-03,99.86,129.18,130.21,150.84,144.66,110.775,142.84,146.16,99.42,111.15,113.44,125.78,109.84,140.38,119.44
2014-09-04,99.9,129.47,131.33,150.65,144.93,110.87,140.94,146.15,99.44,111.3,113.23,125.48,109.81,139.62,119.34
2014-09-05,99.91,129.47,132.42,151.11,145.48,110.855,142.0,146.05,99.44,111.38,113.49,125.53,109.87,139.38,119.49
2014-09-07,99.91,129.47,132.42,151.11,145.48,110.855,140.78,146.05,99.44,111.35,113.49,125.53,109.87,139.38,119.49
2014-09-08,99.92,129.5,132.1,151.3,145.47,110.84,142.68,146.18,99.44,111.27,113.49,125.42,109.83,139.41,119.35
2014-09-09,99.92,127.56,129.91,148.4,142.86,111.0,139.66,146.21,99.44,111.22,113.4,125.11,109.78,139.16,119.14
2014-09-10,99.92,127.57,129.54,148.38,142.72,110.98,139.66,146.1,99.43,111.21,113.18,124.92,109.77,138.62,119.06
2014-09-11,99.92,127.6,129.22,148.39,142.37,111.0,140.0,145.42,99.43,111.15,113.21,124.95,109.79,138.72,119.07
2014-09-12,99.92,127.41,129.14,147.9,141.96,110.955,139.08,145.4,99.44,111.14,112.84,124.48,109.8,137.28,118.94
2014-09-13,99.92,127.41,129.14,147.9,141.96,110.955,138.86,145.4,99.44,111.14,112.84,124.48,109.8,137.28,118.94
2014-09-15,99.92,127.55,129.25,148.17,142.08,110.985,139.36,145.42,99.44,111.1,112.83,124.66,109.83,137.56,119.06
2014-09-16,99.92,127.51,129.1,148.2,141.97,110.96,138.92,145.37,99.43,111.16,112.94,124.7,109.86,137.47,119.17
2014-09-17,99.92,127.63,129.56,148.4,142.35,110.985,139.16,145.61,99.43,111.22,113.04,124.59,109.82,137.38,119.02
2014-09-18,99.91,127.37,129.43,147.88,141.77,110.945,138.36,145.41,99.31,111.14,112.38,124.28,109.8,137.16,118.81
2014-09-19,99.92,127.62,130.22,148.49,142.58,110.985,139.42,145.5,99.31,111.24,112.86,124.45,109.81,137.91,118.91
2014-09-22,99.92,127.62,130.14,148.76,142.92,110.97,140.12,145.72,99.31,111.19,113.2,124.28,109.86,136.75,119.09
2014-09-23,99.91,127.58,129.99,148.93,143.05,110.94,140.88,145.85,99.33,111.15,113.42,124.53,109.89,137.41,119.22
2014-09-24,99.92,127.61,130.35,149.01,143.13,110.955,140.96,145.84,99.33,111.13,113.48,124.28,109.86,136.84,119.08
2014-09-25,99.92,127.79,130.51,149.37,143.44,110.985,141.38,145.88,99.34,111.12,113.67,124.75,109.91,137.81,119.34
2014-09-26,99.92,127.81,130.17,149.44,143.51,110.985,142.02,145.88,99.35,111.06,113.93,124.44,109.88,137.62,119.16
2014-09-27,99.92,127.81,130.17,149.44,143.51,110.985,142.22,145.88,99.35,111.06,113.93,124.44,109.88,137.62,119.16
