Date,Euribor_Futures,Euro_BOBL,Euro_BTP,Euro_Bund,Euro_OAT,Euro_SCHATZ,Euro-Buxl_Futures,Japan_Government,Short_Sterling,Short-Term_Euro-BTP,UK_Gilt,US_10,US_2,US_30,US_5
2017-07-06,100.33,131.34,133.6,160.5,147.29,111.855,160.36,149.81,99.7,112.61,124.91,124.98,107.99,152.28,117.55
2017-07-07,100.33,131.47,132.87,160.49,147.09,111.905,159.88,149.81,99.71,112.59,125.11,124.84,107.98,151.66,117.49
2017-07-10,100.33,131.58,133.67,160.94,147.5,111.91,160.8,149.77,99.71,112.65,125.46,125.08,108.02,152.0,117.62
2017-07-11,100.33,131.43,133.18,160.69,147.28,111.88,160.12,149.78,99.72,112.61,125.39,125.17,108.06,152.06,117.68
2017-07-12,100.33,131.66,134.19,161.42,147.99,111.94,161.36,149.88,99.71,112.73,125.58,125.52,108.12,152.78,117.88
2017-07-13,100.33,131.56,133.56,161.15,147.83,111.925,160.9,150.03,99.7,112.62,125.27,125.41,108.1,152.19,117.83
2017-07-14,100.33,131.49,133.79,161.14,147.9,111.915,161.04,150.03,99.71,112.66,125.04,125.67,108.11,152.62,117.98
2017-07-16,100.33,131.49,133.79,161.14,147.9,111.915,161.04,150.05,99.71,112.66,125.04,125.67,108.11,152.62,117.98
2017-07-17,100.33,131.58,134.52,161.28,148.14,111.94,161.42,150.1,99.72,112.71,125.46,125.75,108.12,152.88,118.02
2017-07-18,100.33,131.68,134.96,161.61,148.34,111.965,162.0,150.17,99.74,112.75,126.14,126.11,108.14,153.84,118.15
2017-07-19,100.33,131.78,135.04,161.92,148.7,111.98,162.74,150.13,99.71,112.75,126.45,126.05,108.13,153.94,118.13
2017-07-20,100.33,131.84,135.86,161.93,148.8,111.975,162.22,150.14,99.7,112.84,126.21,126.06,108.13,154.06,118.14
2017-07-21,100.33,132.04,136.57,162.48,149.28,111.985,162.94,150.22,99.69,112.89,126.63,126.31,108.16,154.78,118.26
2017-07-24,100.33,132.1,136.89,162.54,149.35,112.02,163.2,150.25,99.69,112.91,126.53,126.16,108.13,154.25,118.16
2017-07-25,100.33,131.85,135.77,161.6,148.47,112.005,161.26,150.26,99.69,112.88,125.77,125.58,108.08,152.62,117.87
2017-07-26,100.33,131.92,135.89,161.78,148.56,112.035,161.64,150.11,99.7,112.92,126.0,126.02,108.17,153.16,118.2
2017-07-27,100.32,132.1,136.33,162.23,148.86,112.06,162.18,150.21,99.71,112.97,126.35,125.83,108.16,152.59,118.1
2017-07-28,100.33,132.11,135.87,161.98,148.73,112.075,161.54,150.19,99.71,112.93,126.15,125.95,108.18,153.19,118.16
2017-07-31,100.33,132.06,136.24,161.95,148.78,112.07,162.12,150.16,99.71,112.92,126.02,125.89,108.17,152.97,118.15
2017-08-01,100.33,132.34,137.16,162.8,149.48,112.115,164.24,150.13,99.7,112.98,126.28,126.23,108.19,154.03,118.3
2017-08-02,100.33,132.34,137.36,162.86,149.49,112.11,164.18,150.16,99.7,113.0,125.95,126.11,108.15,154.22,118.2
2017-08-03,100.33,132.39,137.77,163.3,149.82,112.1,165.32,150.19,99.71,113.0,126.85,126.36,108.2,155.0,118.34
2017-08-04,100.33,132.36,137.43,163.13,149.54,112.095,164.86,150.26,99.71,112.98,126.73,126.08,108.16,154.09,118.2
2017-08-07,100.33,132.44,137.71,163.3,149.63,112.1,165.2,150.24,99.71,113.01,127.04,126.17,108.17,154.31,118.27
2017-08-08,100.33,132.35,137.54,163.13,149.45,112.07,164.68,150.22,99.72,113.02,126.89,126.02,108.15,153.72,118.18
2017-08-09,100.33,132.61,137.57,163.9,149.96,112.115,166.42,150.34,99.72,113.02,127.46,126.34,108.2,154.72,118.35
2017-08-10,100.33,132.66,137.47,164.11,150.05,112.135,167.02,150.4,99.72,113.02,127.72,126.56,108.2,155.34,118.42
2017-08-11,100.33,132.85,137.32,164.54,150.33,112.185,167.98,150.6,99.72,113.03,127.91,126.81,108.29,155.47,118.65
2017-08-14,100.33,132.78,137.61,164.2,150.1,112.185,167.1,150.5,99.72,113.1,127.75,126.55,108.23,155.16,118.5
2017-08-15,100.32,132.63,137.19,163.85,149.83,112.16,166.32,150.58,99.72,113.05,127.66,126.16,108.17,154.41,118.27
2017-08-16,100.33,132.62,137.21,163.75,149.7,112.165,165.94,150.68,99.72,113.06,127.46,126.52,108.22,155.06,118.45
2017-08-17,100.33,132.66,137.43,163.95,149.85,112.15,166.16,150.6,99.7,113.06,127.58,126.72,108.24,155.69,118.54
2017-08-18,100.32,132.77,137.47,164.36,150.14,112.17,167.36,150.71,99.71,113.09,127.8,126.75,108.23,155.84,118.54
2017-08-21,100.32,132.83,137.41,164.44,150.19,112.19,167.32,150.77,99.7,113.09,127.93,126.84,108.27,156.16,118.61
2017-08-22,100.33,132.86,136.54,164.44,150.12,112.205,167.08,150.74,99.7,113.03,127.72,126.56,108.23,155.59,118.45
2017-08-23,100.33,133.0,136.32,164.85,150.38,112.23,168.02,150.77,99.71,113.01,128.08,126.92,108.27,156.5,118.62
2017-08-24,100.33,133.01,136.4,164.75,150.26,112.23,167.9,150.91,99.7,113.03,128.02,126.69,108.22,156.09,118.49
2017-08-25,100.32,132.99,136.52,164.77,150.22,112.22,167.66,151.08,99.71,113.05,128.08,126.88,108.22,156.53,118.57
2017-08-28,100.33,133.15,136.88,164.96,150.34,112.255,167.52,151.17,99.71,113.03,128.08,127.0,108.24,156.75,118.66
2017-08-29,100.32,133.28,136.98,165.43,150.69,112.26,169.1,151.26,99.71,113.05,128.71,127.19,108.28,156.94,118.78
2017-08-30,100.33,133.16,136.89,165.14,150.56,112.265,168.44,151.15,99.71,113.06,128.31,127.08,108.27,156.91,118.7
2017-08-31,100.33,133.14,137.34,165.08,150.76,112.265,168.34,151.12,99.71,113.16,128.31,127.25,108.27,157.38,118.78
2017-09-01,100.33,133.09,137.02,164.86,150.53,112.27,167.04,151.22,99.71,112.63,127.98,126.95,108.23,156.47,118.66
2017-09-03,100.33,133.09,137.02,164.86,150.53,112.27,167.04,151.22,99.71,112.63,127.98,126.84,108.32,155.45,118.47
2017-09-04,100.32,133.2,137.46,165.04,150.62,112.295,167.18,151.22,99.72,112.64,128.07,126.78,108.3,155.36,118.43
2017-09-05,100.32,133.36,138.03,165.52,151.04,112.325,168.5,151.22,99.72,112.69,128.51,127.67,108.34,158.28,119.08
2017-09-06,100.32,133.31,137.74,165.48,150.98,112.325,168.72,151.26,99.71,112.63,128.6,127.34,108.33,157.62,118.88
2017-09-07,100.33,133.23,137.95,165.37,150.9,112.29,168.3,151.26,99.71,112.82,129.13,127.77,108.38,158.66,119.1
2017-09-08,100.33,131.83,136.69,162.96,156.83,112.255,167.26,151.51,99.7,112.77,128.72,127.75,108.41,158.56,119.09
2017-09-11,100.33,131.79,136.65,162.77,156.69,112.255,166.76,151.36,99.7,112.78,128.25,127.25,108.32,157.28,118.83
2017-09-12,100.33,131.47,136.03,161.87,155.8,112.195,164.48,151.12,99.67,112.7,127.12,126.91,108.29,156.53,118.66
2017-09-13,100.33,131.45,135.63,161.72,155.83,112.18,164.3,150.94,99.67,112.66,127.1,126.72,108.26,156.09,118.53
2017-09-14,100.33,131.38,135.46,161.56,155.71,112.18,163.98,150.77,99.67,112.65,126.29,126.69,108.23,156.25,118.48
2017-09-15,100.33,131.18,135.25,161.19,155.5,112.135,163.62,150.96,99.66,112.66,125.17,126.59,108.19,156.31,118.4
2017-09-17,100.33,131.18,135.25,161.19,155.5,112.135,163.62,150.79,99.66,112.66,125.17,126.59,108.19,156.31,118.4
2017-09-18,100.33,131.13,135.26,160.94,155.29,112.125,162.96,150.84,99.66,112.71,125.46,126.38,108.16,155.62,118.3
2017-09-19,100.33,131.17,135.49,161.09,155.43,112.115,163.24,150.77,99.67,112.74,125.18,126.28,108.15,155.41,118.25
2017-09-20,100.33,131.24,135.35,161.32,155.48,112.12,163.74,150.81,99.67,112.75,125.11,126.34,108.09,155.34,118.03
2017-09-21,100.32,131.11,135.07,161.14,155.34,112.105,163.54,150.8,99.6,112.71,124.68,125.62,108.08,153.88,117.99
2017-09-22,100.32,131.07,134.97,161.12,155.3,112.095,163.64,150.85,99.61,112.7,124.78,125.73,108.09,154.09,118.07
2017-09-24,100.32,131.07,134.97,161.12,155.3,112.095,163.64,150.85,99.61,112.7,124.78,125.73,108.02,154.09,118.07
2017-09-25,100.33,131.42,135.11,161.93,155.9,112.175,164.98,150.84,99.62,112.71,125.09,126.06,108.06,154.91,118.24
2017-09-26,100.33,131.38,134.86,161.71,155.7,112.165,164.5,150.8,99.62,112.73,125.12,126.0,108.1,154.78,118.2
2017-09-27,100.33,131.2,134.48,161.02,155.02,112.14,162.94,150.58,99.61,112.72,124.68,125.44,108.08,152.94,117.96
2017-09-28,100.33,131.15,134.96,160.8,154.9,112.14,162.42,150.26,99.61,112.74,123.63,125.55,108.12,152.78,118.06
2017-09-29,100.33,131.18,134.96,161.01,155.14,112.13,163.26,150.35,99.62,112.75,123.88,125.31,108.07,152.81,117.98
2017-10-02,100.33,131.28,134.67,161.22,155.28,112.165,163.72,150.18,99.63,112.76,124.2,125.25,107.83,152.69,117.45
2017-10-03,100.33,131.27,134.44,161.12,155.12,112.165,163.22,150.23,99.63,112.76,123.91,125.33,107.84,152.62,117.51
2017-10-04,100.33,131.29,134.18,161.32,155.24,112.165,163.62,150.48,99.62,112.71,123.82,125.33,107.83,152.56,117.51
2017-10-05,100.32,131.19,134.83,161.22,155.4,112.14,163.32,150.53,99.62,112.74,123.67,125.16,107.8,152.25,117.39
2017-10-06,100.32,131.18,134.69,161.16,155.32,112.15,163.26,150.4,99.63,112.72,123.89,125.03,107.77,151.91,117.29
2017-10-08,100.32,131.18,134.69,161.16,155.32,112.15,163.26,150.38,99.63,112.72,123.89,125.03,107.77,151.91,117.29
2017-10-09,100.32,131.27,135.11,161.44,155.64,112.16,163.86,150.37,99.62,112.73,124.0,125.09,107.77,152.09,117.33
2017-10-10,100.32,131.28,134.88,161.48,155.65,112.155,163.96,150.43,99.61,112.77,123.91,125.27,107.79,152.5,117.41
2017-10-11,100.33,131.21,135.2,161.26,155.5,112.14,163.46,150.4,99.61,112.76,123.79,125.23,107.76,152.56,117.35
2017-10-12,100.33,131.33,135.81,161.45,155.75,112.16,163.64,150.38,99.61,112.77,123.78,125.39,107.77,153.09,117.41
2017-10-13,100.33,131.53,136.55,162.02,156.46,112.2,164.6,150.37,99.61,112.81,123.9,125.7,107.79,154.0,117.58
2017-10-16,100.33,131.69,136.81,162.46,156.85,112.24,165.64,150.38,99.62,112.91,124.2,125.42,107.7,153.72,117.34
2017-10-17,100.32,131.68,137.23,162.62,157.07,112.23,166.08,150.35,99.62,112.97,124.8,125.44,107.7,154.06,117.34
2017-10-18,100.32,131.51,136.72,162.18,156.63,112.205,165.36,150.36,99.62,112.97,124.5,125.14,107.68,153.03,117.21
2017-10-19,100.32,131.56,137.03,162.28,156.65,112.225,165.44,150.38,99.52,112.97,124.95,125.27,107.71,153.53,117.27
2017-10-20,100.33,131.32,136.7,161.44,155.91,112.195,163.38,150.31,99.52,112.97,124.38,124.83,107.67,152.19,117.09
2017-10-23,100.33,131.42,137.18,161.68,156.18,112.205,163.98,150.36,99.52,113.02,124.61,124.92,107.71,152.34,117.18
2017-10-24,100.32,131.22,136.64,161.11,155.66,112.17,162.8,150.37,99.51,112.97,124.14,124.73,107.7,151.69,117.09
2017-10-25,100.33,131.19,136.88,161.04,155.62,112.165,162.6,150.35,99.49,112.97,123.51,124.45,107.66,150.91,116.96
2017-10-26,100.33,131.46,137.62,161.61,156.11,112.23,163.44,150.38,99.49,113.11,123.6,124.38,107.64,150.72,116.9
2017-10-27,100.33,131.78,138.03,162.38,156.89,112.295,164.24,150.4,99.49,113.1,124.09,124.59,107.68,151.19,117.03
2017-10-30,100.33,131.81,139.33,162.71,157.32,112.28,165.4,150.44,99.5,113.14,124.39,125.02,107.72,152.38,117.26
2017-10-31,100.33,131.78,139.59,162.75,157.46,112.265,166.12,150.47,99.5,113.13,124.33,124.94,107.68,152.47,117.19
2017-11-01,100.33,131.76,139.83,162.63,157.4,112.27,165.64,150.44,99.49,113.18,124.18,124.91,107.63,152.75,117.12
2017-11-02,100.32,131.8,139.84,162.69,157.5,112.275,165.66,150.52,99.49,113.16,125.12,125.14,107.66,153.47,117.23
2017-11-03,100.33,131.79,139.93,162.74,157.53,112.27,165.8,150.67,99.48,113.2,125.12,125.16,107.63,153.66,117.2
2017-11-06,100.33,131.92,140.04,163.14,157.93,112.3,166.42,150.92,99.47,113.2,125.19,125.36,107.64,154.22,117.27
2017-11-07,100.33,131.97,141.02,163.28,158.45,112.3,166.48,150.91,99.48,113.26,125.38,125.42,107.63,154.69,117.28
2017-11-08,100.33,131.99,140.66,163.4,158.45,112.295,166.94,150.99,99.48,113.25,125.66,125.25,107.61,154.34,117.2
2017-11-09,100.33,131.8,139.56,162.58,157.58,112.275,164.84,150.95,99.47,113.24,125.13,125.19,107.64,153.88,117.21
2017-11-10,100.33,131.67,139.28,162.19,157.19,112.265,163.82,150.84,99.46,113.21,124.31,124.7,107.59,152.31,117.0
2017-11-13,100.33,131.64,139.42,162.08,157.22,112.26,163.66,150.71,99.47,113.22,124.43,124.62,107.54,152.41,116.89
2017-11-14,100.33,131.69,139.61,162.39,157.61,112.26,164.38,150.71,99.47,113.24,124.6,124.73,107.52,152.88,116.94
2017-11-15,100.33,131.75,139.6,162.64,157.89,112.27,164.98,150.79,99.47,113.3,124.87,125.05,107.54,154.0,117.05
2017-11-16,100.33,131.75,139.44,162.7,158.02,112.26,165.1,150.8,99.47,113.3,124.72,124.86,107.49,153.56,116.93
2017-11-17,100.33,131.78,139.48,162.86,158.26,112.27,165.58,150.95,99.47,113.35,124.72,124.91,107.48,153.78,116.94
2017-11-20,100.33,131.78,139.79,162.96,158.46,112.255,166.1,150.96,99.47,113.4,124.96,124.69,107.43,153.66,116.77
2017-11-21,100.33,131.79,140.24,163.08,158.89,112.255,166.98,151.02,99.47,113.42,125.07,124.69,107.39,154.09,116.68
2017-11-22,100.32,131.65,140.43,162.98,158.8,112.205,167.3,151.15,99.47,113.41,125.0,125.11,107.49,154.5,116.98
2017-11-23,100.32,131.66,140.39,163.06,158.76,112.2,167.62,151.09,99.47,113.39,125.31,125.09,107.53,154.64,116.95
2017-11-24,100.32,131.65,139.92,162.86,158.48,112.205,167.14,151.02,99.47,113.41,125.32,124.97,107.45,154.25,116.9
2017-11-27,100.32,131.74,140.39,163.11,158.8,112.22,167.64,150.93,99.47,113.37,125.21,125.12,107.48,154.34,116.99
2017-11-28,100.32,131.76,140.47,163.17,158.83,112.22,167.64,150.97,99.47,113.41,125.3,124.97,107.45,154.28,116.91
2017-11-29,100.33,131.47,140.23,162.48,158.24,112.185,166.42,151.06,99.47,113.4,124.3,124.72,107.43,153.31,116.82
2017-11-30,100.32,131.51,140.87,162.72,158.63,112.19,167.14,150.93,99.47,113.41,124.51,124.31,107.38,152.84,116.58
2017-12-01,100.32,131.84,141.45,163.8,159.81,112.245,169.64,151.02,99.47,113.55,125.55,124.67,107.39,154.38,116.68
2017-12-04,100.32,131.72,141.3,163.28,159.21,112.25,168.32,150.93,99.47,113.63,125.01,124.5,107.34,154.12,116.53
2017-12-05,100.32,131.85,141.38,163.48,159.42,112.3,168.74,150.87,99.47,113.64,125.22,124.59,107.3,154.81,116.5
2017-12-06,100.32,132.01,141.24,163.78,159.67,112.325,169.72,150.91,99.47,113.69,125.58,124.83,107.34,155.16,116.67
2017-12-07,100.32,132.04,141.2,163.67,159.48,112.325,168.76,150.93,99.47,113.72,125.37,124.52,107.34,153.97,116.58
2017-12-08,100.32,132.59,140.48,163.48,157.47,112.195,167.46,150.96,99.47,113.7,125.07,124.52,107.36,154.0,116.59
2017-12-11,100.32,132.54,140.33,163.64,157.59,112.165,168.06,150.9,99.48,113.71,125.9,124.5,107.31,154.16,116.53
2017-12-12,100.33,132.45,139.75,163.27,157.25,112.155,167.16,150.93,99.47,113.6,125.67,124.36,107.3,153.78,116.48
2017-12-13,100.33,132.49,138.73,163.27,157.09,112.165,166.96,150.87,99.48,113.49,125.79,124.83,107.4,154.81,116.77
2017-12-14,100.33,132.39,138.61,163.23,157.16,112.135,167.44,150.88,99.48,113.47,126.21,124.78,107.34,155.22,116.66
2017-12-15,100.33,132.37,138.39,163.47,157.37,112.115,168.48,150.89,99.49,113.46,126.39,124.64,107.3,155.38,116.55
2017-12-18,100.33,132.31,138.51,163.4,157.42,112.085,168.2,150.98,99.48,113.48,126.5,124.45,107.31,154.28,116.52
2017-12-19,100.32,132.01,137.41,162.38,156.42,112.045,165.62,150.96,99.48,113.28,125.88,123.88,107.27,152.53,116.29
2017-12-20,100.33,131.73,136.72,161.74,155.71,112.005,164.26,150.76,99.48,113.29,125.28,123.45,107.26,150.56,116.21
2017-12-21,100.33,131.63,137.12,161.71,155.83,111.965,164.58,150.7,99.46,113.3,125.28,123.52,107.23,151.19,116.18
2017-12-22,100.33,131.59,137.28,161.77,155.82,111.95,164.68,150.78,99.47,113.32,125.51,123.47,107.2,151.0,116.14
2017-12-25,100.33,131.59,137.28,161.77,155.82,111.95,164.68,150.87,99.47,113.32,125.51,123.45,107.0,150.78,115.89
2017-12-26,100.33,131.59,137.28,161.77,155.82,111.95,164.68,150.8,99.47,113.32,125.51,123.62,107.21,151.62,115.93
2017-12-27,100.32,131.69,137.31,162.29,156.12,111.96,165.76,150.69,99.47,113.27,125.75,123.98,107.25,152.94,116.1
2017-12-28,100.32,131.61,136.92,161.79,155.51,111.955,164.5,150.72,99.46,113.11,125.07,123.84,107.24,152.72,116.3
2017-12-29,100.33,131.61,136.14,161.68,155.18,111.975,163.86,150.78,99.46,113.07,125.16,124.05,107.05,153.0,116.37
2018-01-01,100.33,131.61,136.14,161.68,155.18,111.975,163.86,150.82,99.46,113.07,125.16,124.0,107.04,152.88,116.15
2018-01-02,100.33,131.56,134.92,161.28,154.79,111.955,162.66,150.73,99.47,113.03,124.22,123.69,106.98,151.75,115.98
2018-01-03,100.32,131.67,135.33,161.58,155.08,111.975,163.6,150.8,99.48,113.13,124.88,123.78,106.97,152.31,115.98
2018-01-04,100.32,131.62,135.89,161.59,155.24,111.95,164.1,150.73,99.48,113.18,124.65,123.67,106.91,152.31,115.87
2018-01-05,100.33,131.66,136.18,161.59,155.23,111.955,163.72,150.72,99.48,113.23,124.65,123.52,106.91,151.81,115.8
2018-01-08,100.33,131.73,136.34,161.8,155.41,111.975,164.06,150.72,99.47,113.24,124.8,123.48,106.91,151.72,115.79
2018-01-09,100.33,131.61,135.7,161.3,154.97,111.965,162.38,150.63,99.47,113.24,124.28,123.05,106.91,150.22,115.64
2018-01-10,100.32,131.56,135.54,161.07,154.88,111.965,162.02,150.35,99.47,113.26,124.12,123.0,106.91,150.06,115.62
2018-01-11,100.32,131.12,135.43,160.31,154.12,111.86,161.6,150.48,99.47,113.17,123.85,123.12,106.9,150.44,115.68
2018-01-12,100.33,131.05,136.32,160.38,154.28,111.85,162.24,150.48,99.47,113.2,123.6,122.94,106.84,150.5,115.53
2018-01-14,100.33,131.05,136.32,160.38,154.28,111.85,162.24,150.48,99.47,113.2,123.6,122.95,106.84,150.5,115.55
2018-01-15,100.33,131.09,136.13,160.34,154.27,111.87,161.84,150.47,99.47,113.22,123.75,122.94,106.83,150.44,115.52
2018-01-16,100.32,131.19,136.61,160.77,154.7,111.87,163.04,150.43,99.48,113.27,123.93,122.98,106.82,150.81,115.5
2018-01-17,100.32,131.22,136.25,160.82,154.68,111.88,163.4,150.31,99.48,113.21,123.99,122.66,106.76,150.31,115.31
2018-01-18,100.32,131.18,136.37,160.58,154.49,111.895,162.44,150.37,99.47,113.27,123.62,122.45,106.77,149.44,115.27
2018-01-19,100.32,131.28,136.74,160.66,154.55,111.935,162.22,150.38,99.47,113.27,123.6,122.28,106.74,149.0,115.15
2018-01-22,100.32,131.33,137.16,160.74,154.61,111.94,162.58,150.37,99.47,113.31,123.44,122.09,106.73,148.69,115.04
2018-01-23,100.32,131.29,137.54,160.8,154.61,111.93,162.82,150.47,99.47,113.35,123.43,122.42,106.77,149.22,115.23
2018-01-24,100.33,131.18,137.3,160.4,154.32,111.915,161.94,150.41,99.46,113.37,122.86,122.2,106.73,148.47,115.12
2018-01-25,100.32,130.9,136.62,160.05,154.03,111.885,162.48,150.34,99.46,113.33,122.85,122.44,106.73,149.41,115.21
2018-01-26,100.32,130.67,136.3,159.79,153.73,111.845,163.14,150.42,99.45,113.23,122.63,122.06,106.66,148.75,114.97
2018-01-29,100.32,130.39,135.85,158.71,152.82,111.8,161.24,150.31,99.45,113.18,122.41,121.81,106.66,148.12,114.88
2018-01-30,100.32,130.49,135.91,158.91,152.98,111.815,160.92,150.17,99.46,113.21,122.38,121.64,106.66,147.38,114.84
2018-01-31,100.32,130.45,135.98,158.82,152.89,111.81,161.74,150.32,99.46,113.25,122.14,121.58,106.62,147.81,114.71
2018-02-01,100.32,130.52,136.77,158.6,152.67,111.845,160.9,150.2,99.46,113.31,121.8,121.22,106.59,146.56,114.55
2018-02-02,100.32,130.33,135.83,157.87,152.35,111.825,159.28,150.28,99.45,113.27,121.34,120.73,106.59,144.78,114.41
2018-02-05,100.32,130.5,135.74,158.09,152.61,111.86,159.36,150.32,99.46,113.33,121.4,121.27,106.73,145.69,114.79
2018-02-06,100.32,130.73,136.29,158.86,152.9,111.88,160.98,150.48,99.46,113.31,121.93,121.48,106.71,146.03,114.83
2018-02-07,100.33,130.5,136.9,158.23,152.69,111.85,159.96,150.48,99.46,113.4,121.67,121.0,106.64,144.62,114.57
2018-02-08,100.32,130.37,136.11,157.74,152.71,111.835,159.08,150.42,99.45,113.36,120.79,120.89,106.64,144.09,114.55
2018-02-09,100.33,130.49,135.65,158.04,152.78,111.87,159.44,150.5,99.44,113.33,121.12,121.17,106.77,144.16,114.82
2018-02-12,100.33,130.54,135.92,157.97,152.51,111.905,159.42,150.53,99.46,113.39,121.14,120.89,106.69,144.41,114.62
2018-02-13,100.33,130.6,135.44,158.11,152.65,111.9,159.2,150.56,99.45,113.33,120.94,121.0,106.66,144.56,114.64
2018-02-14,100.33,130.53,135.72,157.98,152.43,111.89,158.8,150.63,99.44,113.33,120.82,120.33,106.53,143.38,114.2
2018-02-15,100.33,130.5,135.83,157.88,152.34,111.875,158.66,150.68,99.44,113.27,120.59,120.45,106.52,144.0,114.22
2018-02-16,100.33,130.7,136.66,158.61,153.09,111.89,159.84,150.75,99.45,113.36,121.28,120.58,106.54,144.22,114.3
2018-02-18,100.33,130.7,136.66,158.61,153.09,111.89,159.84,150.75,99.45,113.36,121.28,120.59,106.53,144.34,114.27
2018-02-19,100.33,130.61,135.93,158.27,152.55,111.9,158.88,150.75,99.45,113.31,121.13,120.44,106.5,144.06,114.17
2018-02-20,100.32,130.7,135.79,158.39,152.51,111.91,159.06,150.72,99.45,113.26,121.41,120.48,106.49,143.88,114.21
2018-02-21,100.32,130.69,135.94,158.51,152.69,111.905,159.44,150.78,99.44,113.28,121.61,120.2,106.48,142.69,114.09
2018-02-22,100.32,130.8,135.66,158.76,152.88,111.93,159.78,150.83,99.35,113.24,121.7,120.42,106.52,143.12,114.22
2018-02-23,100.32,131.01,135.87,159.48,153.55,111.95,161.54,150.89,99.31,113.22,121.95,120.73,106.54,144.06,114.38
2018-02-26,100.32,131.02,136.38,159.56,153.51,111.95,162.06,150.97,99.31,113.25,122.1,120.83,106.55,144.22,114.44
2018-02-27,100.32,130.92,136.65,159.2,153.29,111.93,161.24,151.02,99.33,113.28,121.62,120.39,106.49,143.56,114.15
2018-02-28,100.32,131.04,136.85,159.44,153.72,111.97,161.54,150.93,99.36,113.36,122.07,120.66,106.49,144.44,114.23
2018-03-01,100.32,131.13,137.27,159.7,153.94,111.995,162.08,150.95,99.37,113.37,122.51,121.2,106.61,145.34,114.59
2018-03-02,100.32,131.18,137.22,159.77,153.86,112.01,162.18,150.71,99.38,112.15,122.59,120.8,106.55,144.44,114.39
2018-03-05,100.32,131.23,136.49,159.88,151.63,112.02,162.28,151.09,99.37,112.21,122.3,120.66,106.55,144.12,114.31
2018-03-06,100.32,130.98,136.6,159.25,151.54,112.0,161.14,150.99,99.36,112.28,122.04,120.67,106.54,144.41,114.3
2018-03-07,100.32,130.97,137.08,159.43,151.99,111.975,161.88,151.03,99.36,112.3,122.25,120.64,106.54,144.12,114.28
2018-03-08,100.33,130.88,137.15,159.36,152.4,111.94,161.8,150.97,99.36,112.35,122.47,120.8,106.54,144.59,114.35
2018-03-09,100.32,130.24,135.98,156.98,152.06,111.815,160.58,151.0,99.36,112.33,122.23,120.66,106.54,144.16,114.27
2018-03-12,100.33,130.42,135.99,157.27,152.29,111.845,161.2,151.0,99.37,112.36,122.22,120.84,106.55,144.75,114.34
2018-03-13,100.32,130.47,136.1,157.47,152.44,111.85,161.34,150.98,99.38,112.39,122.37,120.92,106.55,145.16,114.38
2018-03-14,100.32,130.6,135.9,157.94,152.74,111.87,162.3,150.67,99.38,112.35,122.95,121.14,106.56,145.88,114.47
2018-03-15,100.33,130.67,136.27,158.14,153.09,111.88,162.78,150.76,99.39,112.34,122.89,121.09,106.52,145.81,114.42
2018-03-16,100.33,130.7,136.32,158.19,153.12,111.9,163.08,150.87,99.38,112.38,122.91,120.97,106.5,145.44,114.31
2018-03-19,100.33,130.71,136.46,158.23,153.07,111.905,163.36,150.89,99.38,112.41,122.81,121.0,106.51,145.53,114.32
2018-03-20,100.32,130.66,137.18,158.06,153.05,111.9,163.36,150.87,99.38,112.54,122.4,120.72,106.45,144.81,114.16
2018-03-21,100.32,130.64,136.84,157.88,152.95,111.905,162.94,150.88,99.36,112.49,121.92,119.95,106.49,143.5,114.11
2018-03-22,100.32,131.02,137.53,158.96,153.74,111.96,165.06,150.9,99.27,112.6,123.12,120.52,106.52,144.75,114.4
2018-03-23,100.32,131.0,137.63,158.87,153.88,111.96,164.9,150.99,99.28,112.64,122.84,120.61,106.55,144.72,114.5
2018-03-26,100.32,130.99,137.11,158.93,153.93,111.955,164.94,150.96,99.28,112.57,122.84,120.47,106.52,144.72,114.38
2018-03-27,100.33,131.13,137.69,159.23,154.29,111.965,165.64,150.85,99.23,112.63,122.84,120.91,106.58,145.62,114.67
2018-03-28,100.32,131.19,138.05,159.31,154.32,111.965,165.68,150.86,99.22,112.68,122.65,120.91,106.55,145.88,114.63
2018-03-29,100.32,131.25,138.79,159.43,154.63,111.975,165.38,150.85,99.19,112.79,122.82,121.14,106.55,146.62,114.73
2018-03-30,100.32,131.25,138.79,159.43,154.63,111.975,165.38,150.77,99.19,112.79,122.82,121.14,106.55,146.62,114.73
2018-04-02,100.32,131.25,138.79,159.43,154.63,111.975,165.38,150.81,99.19,112.79,122.82,121.27,106.38,146.75,114.57
2018-04-03,100.32,131.16,138.7,159.3,154.4,111.945,165.32,150.97,99.21,112.75,122.78,120.84,106.29,145.88,114.3
2018-04-04,100.33,131.22,139.24,159.47,154.59,111.945,165.62,150.93,99.09,112.85,122.7,120.83,106.28,145.72,114.3
2018-04-05,100.32,131.09,138.9,159.11,154.1,111.92,164.54,150.86,99.08,112.75,122.24,120.56,106.25,144.91,114.14
2018-04-06,100.33,131.22,138.82,159.5,154.4,111.94,165.36,150.85,99.1,112.73,122.44,121.02,106.33,146.03,114.39
2018-04-09,100.33,131.11,139.02,159.3,154.42,111.91,164.98,150.9,99.11,112.74,122.35,120.91,106.3,146.06,114.31
2018-04-10,100.33,130.96,138.67,159.05,154.16,111.865,164.94,150.97,99.12,112.69,122.25,120.77,106.26,145.94,114.21
2018-04-11,100.33,131.12,138.85,159.5,154.27,111.895,165.74,150.99,99.12,112.67,122.56,120.84,106.27,146.12,114.24
